CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CashbackPerOrder,RecentEngagementFlag,AvgOrdersPerPaymentMode,AvgOrdersPerMaritalStatus,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
50024,1,0.0,3,26.0,3.0,5,3,4,1,11.0,1.0,2.0,2.0,146,73.0,1,2.9407951598962834,3.1037735849056602,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
50025,1,14.0,1,14.0,2.0,5,2,3,0,15.0,0.0,1.0,3.0,207,207.0,1,2.9407951598962834,2.7371937639198216,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
50026,1,0.0,1,15.0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142,142.0,1,3.3097934710193204,2.7371937639198216,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50027,0,8.0,3,6.0,3.0,3,4,2,0,13.0,1.0,1.0,6.0,173,173.0,1,3.011400651465798,3.1037735849056602,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
50028,0,9.0,3,12.0,2.0,3,3,3,1,20.0,0.0,4.0,5.0,123,30.75,1,3.011400651465798,3.1037735849056602,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
50029,0,18.0,1,14.0,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123,123.0,0,2.9407951598962834,3.0565974547890153,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
50030,0,5.0,3,14.0,2.0,3,2,2,0,14.0,2.0,3.0,7.0,190,63.333333333333336,1,3.011400651465798,2.7371937639198216,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
50031,0,2.0,1,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143,143.0,0,2.6575342465753424,3.1037735849056602,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50032,0,0.0,1,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161,161.0,1,3.3097934710193204,3.1037735849056602,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50033,0,30.0,1,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133,133.0,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
50034,0,13.0,3,10.0,3.0,4,2,8,0,11.0,2.0,2.0,11.0,209,104.5,0,3.011400651465798,3.1037735849056602,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
50035,0,9.0,3,8.0,3.0,3,3,7,0,18.0,1.0,1.0,2.0,122,122.0,1,3.011400651465798,3.1037735849056602,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
50036,0,0.0,1,14.0,3.0,3,2,2,0,24.0,0.0,2.0,2.0,123,61.5,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50037,0,9.0,1,15.0,2.0,3,4,7,0,18.0,0.0,2.0,2.0,120,60.0,1,1.6153846153846154,3.0565974547890153,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50038,0,1.0,1,27.0,2.9315348837209303,3,2,2,0,11.0,0.0,1.0,2.0,127,127.0,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50039,0,30.0,1,30.0,2.0,2,2,4,1,16.0,1.0,1.0,4.0,194,194.0,1,2.9407951598962834,3.0565974547890153,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
50040,0,0.0,1,14.0,3.0,4,3,2,1,15.0,0.0,1.0,1.0,126,126.0,1,1.6153846153846154,3.0565974547890153,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50041,0,23.0,1,17.0,2.0,3,4,4,0,15.0,2.0,4.0,4.0,299,74.75,1,2.9407951598962834,2.7371937639198216,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
50042,0,14.0,1,14.0,2.0,3,3,5,0,12.0,1.0,1.0,8.0,125,125.0,0,2.9407951598962834,3.0565974547890153,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
50043,0,3.0,3,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194,27.714285714285715,1,2.9407951598962834,3.1037735849056602,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
50044,0,11.0,3,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,187,187.0,1,2.9407951598962834,2.7371937639198216,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
50045,0,5.0,1,12.0,2.9315348837209303,3,3,4,0,20.0,0.0,1.0,4.0,130,130.0,1,2.9407951598962834,2.7371937639198216,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
50046,0,0.0,1,23.0,2.9315348837209303,3,4,1,1,16.0,1.0,1.0,1.0,131,131.0,1,2.6575342465753424,3.1037735849056602,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50047,1,0.0,3,14.0,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123,123.0,1,2.6575342465753424,2.7371937639198216,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50048,0,9.0,1,9.0,1.0,3,4,5,0,12.0,4.0,7.0,2.0,121,17.285714285714285,1,1.6153846153846154,2.7371937639198216,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50049,0,3.0,1,15.0,2.9315348837209303,3,5,2,0,11.0,0.0,6.0,10.0,131,21.833333333333332,0,1.6153846153846154,3.0565974547890153,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
50050,0,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150,150.0,1,2.9407951598962834,3.0565974547890153,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
50051,0,29.0,1,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,143,71.5,1,2.9407951598962834,3.0565974547890153,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
50052,0,6.0,1,14.0,2.0,3,2,1,0,14.0,0.0,1.0,2.0,125,125.0,1,2.9407951598962834,2.7371937639198216,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
50053,1,0.0,1,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111,111.0,1,2.9407951598962834,2.7371937639198216,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
50054,0,19.0,3,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,205,13.666666666666666,1,3.011400651465798,3.0565974547890153,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
50055,0,9.0,1,15.0,3.0,3,2,2,0,12.0,1.0,2.0,1.0,123,61.5,1,2.9407951598962834,2.7371937639198216,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
50056,0,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139,139.0,1,3.3097934710193204,3.1037735849056602,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
50057,0,9.0,1,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123,123.0,1,1.6153846153846154,2.7371937639198216,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50058,1,4.0,3,26.0,2.9315348837209303,3,4,2,1,22.0,0.0,1.0,2.0,131,131.0,1,3.011400651465798,2.7371937639198216,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
50059,0,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,137,137.0,1,3.3097934710193204,3.1037735849056602,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
50060,0,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,145,145.0,1,3.3097934710193204,3.0565974547890153,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
50061,0,6.0,1,20.0,2.9315348837209303,3,4,2,0,13.0,0.0,1.0,6.0,128,128.0,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
50062,0,13.0,1,10.0,2.0,3,3,2,0,14.0,1.0,9.0,9.0,290,32.22222222222222,0,3.3097934710193204,3.1037735849056602,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
50063,0,28.0,1,20.0,3.0,2,4,9,0,11.0,1.0,2.0,15.0,287,143.5,0,3.3097934710193204,2.7371937639198216,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
50064,0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195,195.0,0,2.9407951598962834,3.1037735849056602,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
50065,0,24.0,1,9.0,3.0,3,4,4,0,18.0,0.0,2.0,0.0,237,118.5,1,3.3097934710193204,2.7371937639198216,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
50066,0,25.0,1,6.0,3.0,4,3,1,0,15.0,1.0,11.0,9.0,300,27.272727272727273,0,2.9407951598962834,3.1037735849056602,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
50067,0,9.0,1,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,123,123.0,1,1.6153846153846154,2.7371937639198216,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50068,1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159,159.0,1,2.9407951598962834,3.1037735849056602,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
50069,0,9.0,1,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,121,60.5,1,1.6153846153846154,3.0565974547890153,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50070,0,18.0,1,8.0,3.0,4,2,10,0,23.0,1.0,11.0,8.0,268,24.363636363636363,0,3.3097934710193204,3.1037735849056602,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
50071,0,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,136,136.0,1,2.9407951598962834,3.1037735849056602,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
50072,0,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144,144.0,1,3.3097934710193204,2.7371937639198216,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
50073,0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,153,153.0,1,3.3097934710193204,3.0565974547890153,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
50074,0,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,166,166.0,1,2.9407951598962834,3.1037735849056602,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
50075,0,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,163,163.0,1,2.6575342465753424,3.1037735849056602,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50076,0,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,143,71.5,1,2.6575342465753424,3.1037735849056602,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50077,0,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168,168.0,1,2.9407951598962834,3.0565974547890153,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
50078,0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138,69.0,1,3.3097934710193204,3.0565974547890153,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50079,0,13.0,1,25.0,2.9315348837209303,3,2,9,1,15.0,1.0,3.0,7.0,127,42.333333333333336,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50080,1,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,167,167.0,1,3.3097934710193204,3.1037735849056602,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50081,1,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176,176.0,0,3.011400651465798,3.1037735849056602,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
50082,0,0.0,1,14.0,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123,61.5,1,2.9407951598962834,3.0565974547890153,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
50083,0,9.0,1,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,122,122.0,1,1.6153846153846154,2.7371937639198216,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50084,0,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,149,149.0,1,2.9407951598962834,3.1037735849056602,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
50085,0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,194,194.0,1,3.3097934710193204,3.0565974547890153,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
50086,1,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204,22.666666666666668,0,3.3097934710193204,3.1037735849056602,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
50087,0,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,185,37.0,0,2.9407951598962834,2.7371937639198216,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
50088,0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,200,200.0,1,2.9407951598962834,2.7371937639198216,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
50089,0,24.0,1,14.0,2.0,4,4,6,0,16.0,1.0,4.0,999.0,225,56.25,0,2.9407951598962834,3.1037735849056602,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
50090,1,0.0,1,14.0,2.0,3,5,6,1,11.0,1.0,1.0,4.0,127,127.0,1,2.6575342465753424,2.7371937639198216,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50091,0,14.0,3,12.0,3.0,3,2,4,1,18.0,0.0,2.0,0.0,236,118.0,1,2.9407951598962834,2.7371937639198216,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
50092,1,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,167,167.0,1,3.011400651465798,2.7371937639198216,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
50093,1,9.0,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,121,121.0,1,3.865771812080537,2.7371937639198216,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50094,0,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,189,15.75,0,3.3097934710193204,2.7371937639198216,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
50095,0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159,159.0,1,3.011400651465798,3.1037735849056602,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
50096,0,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159,53.0,1,2.9407951598962834,2.7371937639198216,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
50097,0,6.0,1,14.0,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126,126.0,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
50098,0,10.0,1,17.0,2.0,3,2,2,1,14.0,0.0,1.0,999.0,222,222.0,0,2.57487922705314,3.0565974547890153,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
50099,0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206,41.2,0,2.9407951598962834,3.0565974547890153,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
50100,0,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143,143.0,1,3.3097934710193204,3.1037735849056602,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
50101,0,9.0,1,9.0,3.0,4,2,4,0,17.0,0.0,1.0,0.0,122,122.0,1,2.9407951598962834,3.1037735849056602,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
50102,0,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0,0.0,0,3.011400651465798,3.0565974547890153,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
50103,0,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179,44.75,1,3.3097934710193204,3.1037735849056602,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
50104,0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,188,188.0,0,3.011400651465798,2.7371937639198216,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
50105,1,0.0,1,14.0,2.0,4,2,2,1,13.0,0.0,1.0,1.0,124,124.0,1,1.6153846153846154,2.7371937639198216,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50106,0,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132,66.0,1,2.9407951598962834,2.7371937639198216,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
50107,0,15.0,1,10.0,2.0,3,2,2,0,15.0,0.0,11.0,15.0,292,26.545454545454547,0,3.865771812080537,3.1037735849056602,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
50108,0,9.0,2,12.0,2.0,3,3,9,0,17.0,2.0,2.0,2.0,123,61.5,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50109,0,23.0,3,6.0,3.0,3,2,4,0,15.0,1.0,1.0,6.0,295,295.0,1,3.3097934710193204,3.0565974547890153,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50110,1,0.0,1,14.0,2.0,3,2,6,1,13.0,0.0,1.0,4.0,124,124.0,1,1.6153846153846154,3.1037735849056602,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50111,0,16.0,3,22.0,3.0,3,2,6,1,22.0,0.0,2.0,9.0,261,130.5,0,3.011400651465798,3.1037735849056602,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
50112,1,0.0,1,8.0,2.9315348837209303,3,5,8,0,20.0,1.0,1.0,7.0,127,127.0,1,2.9407951598962834,3.1037735849056602,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
50113,0,25.0,3,8.0,3.0,4,3,2,1,18.0,1.0,15.0,12.0,291,19.4,0,2.9407951598962834,2.7371937639198216,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
50114,0,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139,139.0,1,2.9407951598962834,3.1037735849056602,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
50115,1,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137,137.0,1,2.9407951598962834,2.7371937639198216,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
50116,0,9.0,1,6.0,3.0,3,3,8,0,14.0,0.0,1.0,2.0,122,122.0,1,1.6153846153846154,3.0565974547890153,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
